name,state_code
Ashkāsham,BDS
Fayzabad,BDS
Jurm,BDS
Khandūd,BDS
Rāghistān,BDS
Wākhān,BDS
Ghormach,BDG
Qala i Naw,BDG
Baghlān,BGL
Ḩukūmatī Dahanah-ye Ghōrī,BGL
Nahrīn,BGL
Pul-e Khumrī,BGL
Balkh,BAL
Dowlatābād,BAL
Khulm,BAL
Lab-Sar,BAL
Mazār-e Sharīf,BAL
Qarchī Gak,BAL
Bāmyān,BAM
Panjāb,BAM
Nīlī,DAY
Farah,FRA
Andkhoy,FYB
Maymana,FYB
Ghazni,GHA
Fayrōz Kōh,GHO
Shahrak,GHO
‘Alāqahdārī Dīshū,HEL
Gereshk,HEL
Lashkar Gāh,HEL
Markaz-e Ḩukūmat-e Darwēshān,HEL
Sangīn,HEL
Chahār Burj,HER
Ghōriyān,HER
Herāt,HER
Kafir Qala,HER
Karukh,HER
Kuhsān,HER
Kushk,HER
Qarah Bāgh,HER
Shīnḏanḏ,HER
Tīr Pul,HER
Zindah Jān,HER
Āqchah,JOW
Darzāb,JOW
Qarqīn,JOW
Shibirghān,JOW
Kabul,KAB
Mīr Bachah Kōṯ,KAB
Paghmān,KAB
Kandahār,KAN
Sidqābād,KAP
Khōst,KHO
Asadabad,KNR
Āsmār,KNR
Dasht-e Archī,KDZ
Imām Şāḩib,KDZ
Khanabad,KDZ
Kunduz,KDZ
Qarāwul,KDZ
Mehtar Lām,LAG
Baraki Barak,LOG
Ḩukūmatī Azrah,LOG
Pul-e ‘Alam,LOG
Bāsawul,NAN
Jalālābād,NAN
Markaz-e Woluswalī-ye Āchīn,NAN
Khāsh,NIM
Mīrābād,NIM
Rūdbār,NIM
Zaranj,NIM
Pārūn,NUR
Gardez,PIA
Saṟōbī,PKA
Zaṟah Sharan,PKA
Zarghūn Shahr,PKA
Bāzārak,PAN
Charikar,PAR
Jabal os Saraj,PAR
Aībak,SAM
Chīras,SAR
Larkird,SAR
Qal‘ah-ye Shahr,SAR
Sang-e Chārak,SAR
Sar-e Pul,SAR
Tagāw-Bāy,SAR
Tukzār,SAR
Ārt Khwājah,TAK
Taloqan,TAK
Tarinkot,URU
Uruzgān,URU
Qalāt,ZAB
Banaj,BR
Bashkia Berat,BR
Bashkia Kuçovë,BR
Bashkia Poliçan,BR
Bashkia Skrapar,BR
Berat,BR
Çorovodë,BR
Kuçovë,BR
Poliçan,BR
Rrethi i Beratit,BR
Rrethi i Kuçovës,BR
Rrethi i Skraparit,BR
Ura Vajgurore,BR
Bashkia Bulqizë,9
Bashkia Klos,9
Bashkia Mat,9
Bulqizë,9
Burrel,9
Klos,9
Peshkopi,9
Rrethi i Bulqizës,9
Rrethi i Dibrës,9
Rrethi i Matit,9
Ulëz,9
Bashkia Durrës,DR
Bashkia Krujë,DR
Bashkia Shijak,DR
Durrës,DR
Durrës District,DR
Fushë-Krujë,DR
Krujë,DR
Rrethi i Krujës,DR
Shijak,DR
Sukth,DR
Ballsh,4
Bashkia Divjakë,4
Bashkia Fier,4
Bashkia Mallakastër,4
Bashkia Patos,4
Divjakë,4
Fier,4
Fier-Çifçi,4
Lushnjë,4
Patos,4
Patos Fshat,4
Roskovec,4
Rrethi i Mallakastrës,4
Bashkia Dropull,GJ
Bashkia Kelcyrë,GJ
Bashkia Libohovë,GJ
Bashkia Memaliaj,GJ
Bashkia Përmet,GJ
Bashkia Tepelenë,GJ
Gjinkar,GJ
Gjirokastër,GJ
Këlcyrë,GJ
Lazarat,GJ
Libohovë,GJ
Memaliaj,GJ
Përmet,GJ
Tepelenë,GJ
Bashkia Devoll,6
Bashkia Kolonjë,6
Bashkia Maliq,6
Bashkia Pustec,6
Bilisht,6
Ersekë,6
Korçë,6
Leskovik,6
Libonik,6
Maliq,6
Mborje,6
Pogradec,6
Rrethi i Devollit,6
Rrethi i Kolonjës,6
Velçan,6
Voskopojë,6
Bajram Curri,KU
Krumë,KU
Kukës,KU
Rrethi i Hasit,KU
Rrethi i Kukësit,KU
Bashkia Kurbin,8
Bashkia Lezhë,8
Bashkia Mirditë,8
Kurbnesh,8
Laç,8
Lezhë,8
Mamurras,8
Milot,8
Rrëshen,8
Rrethi i Kurbinit,8
Rubik,8
Shëngjin,8
Bashkia Malësi e Madhe,SH
Bashkia Pukë,SH
Bashkia Vau i Dejës,SH
Fushë-Arrëz,SH
Koplik,SH
Pukë,SH
Rrethi i Malësia e Madhe,SH
Rrethi i Shkodrës,SH
Shkodër,SH
Vau i Dejës,SH
Vukatanë,SH
Bashkia Kavajë,TR
Bashkia Vorë,TR
Kamëz,TR
Kavajë,TR
Krrabë,TR
Rrethi i Kavajës,TR
Rrethi i Tiranës,TR
Rrogozhinë,TR
Sinaballaj,TR
Tirana,TR
Vorë,TR
Bashkia Finiq,12
Bashkia Himarë,12
Bashkia Konispol,12
Bashkia Selenicë,12
Bashkia Vlorë,12
Delvinë,12
Himarë,12
Konispol,12
Ksamil,12
Orikum,12
Rrethi i Delvinës,12
Sarandë,12
Selenicë,12
Vlorë,12
Adrar,1
Aoulef,1
Reggane,1
Timimoun,1
Aïn Defla,44
El Abadia,44
El Attaf,44
Khemis Miliana,44
Theniet el Had,44
Aïn Temouchent,46
Beni Saf,46
El Amria,46
El Malah,46
Hammam Bou Hadjar,46
Aïn Taya,16
Algiers,16
Bab Ezzouar,16
Birkhadem,16
Bordj el Kiffan,16
Dar el Beïda,16
Rouiba,16
Annaba,23
Berrahal,23
Drean,23
El Hadjar,23
Aïn Touta,5
Arris,5
Barika,5
Batna,5
Boumagueur,5
Merouana,5
Râs el Aïoun,5
Tazoult-Lambese,5
Béchar,8
Akbou,6
Amizour,6
Barbacha,6
Bejaïa,6
el hed,6
El Kseur,6
Feraoun,6
Seddouk,6
Biskra,7
Oumache,7
Sidi Khaled,7
Sidi Okba,7
Tolga,7
Zeribet el Oued,7
Beni Mered,9
Blida,9
Boû Arfa,9
Boufarik,9
Bougara,9
Bouinan,9
Chebli,9
Chiffa,9
Larbaâ,9
Meftah,9
Sidi Moussa,9
Souma,9
Bordj Bou Arreridj,34
Bordj Ghdir,34
Bordj Zemoura,34
El Achir,34
Mansourah,34
Melouza,34
Râs el Oued,34
Aïn Bessem,10
Bouïra,10
Chorfa,10
Draa el Mizan,10
Lakhdaria,10
Sour el Ghozlane,10
Arbatache,35
Beni Amrane,35
Boudouaou,35
Boumerdas,35
Chabet el Ameur,35
Dellys,35
Khemis el Khechna,35
Makouda,35
Naciria,35
Ouled Moussa,35
Reghaïa,35
Tadmaït,35
Thenia,35
Tizi Gheniff,35
Abou el Hassan,2
Boukadir,2
Chlef,2
Ech Chettia,2
Oued Fodda,2
Oued Sly,2
Sidi Akkacha,2
’Aïn Abid,25
Aïn Smara,25
Constantine,25
Didouche Mourad,25
El Khroub,25
Hamma Bouziane,25
’Aïn el Bell,17
Aïn Oussera,17
Birine,17
Charef,17
Dar Chioukh,17
Djelfa,17
El Idrissia,17
Messaad,17
Brezina,32
El Abiodh Sidi Cheikh,32
El Bayadh,32
Debila,39
El Oued,39
Reguiba,39
Robbah,39
Ben Mehidi,36
Besbes,36
El Kala,36
El Tarf,36
Berriane,47
Ghardaïa,47
Metlili Chaamba,47
Boumahra Ahmed,24
Guelma,24
Héliopolis,24
Illizi,33
Jijel,18
Khenchela,40
Aflou,3
Laghouat,3
‘Aïn el Hadjel,28
’Aïn el Melh,28
M’Sila,28
Sidi Aïssa,28
Bou Hanifia el Hamamat,29
Mascara,29
Oued el Abtal,29
Sig,29
’Aïn Boucif,26
Berrouaghia,26
Ksar el Boukhari,26
Médéa,26
Chelghoum el Aïd,43
Mila,43
Rouached,43
Sidi Mérouane,43
Telerghma,43
Mostaganem,27
Aïn Sefra,45
Naama,45
’Aïn el Turk,31
Aïn el Bya,31
Bir el Djir,31
Bou Tlelis,31
Es Senia,31
Mers el Kebir,31
Oran,31
Sidi ech Chahmi,31
Djamaa,30
El Hadjira,30
Hassi Messaoud,30
Megarine,30
Ouargla,30
Rouissat,30
Sidi Amrane,30
Tebesbest,30
Touggourt,30
Aïn Beïda,4
Aïn Fakroun,4
Aïn Kercha,4
El Aouinet,4
Meskiana,4
Oum el Bouaghi,4
’Aïn Merane,48
Ammi Moussa,48
Djidiouia,48
Mazouna,48
Oued Rhiou,48
Relizane,48
Smala,48
Zemoura,48
’Aïn el Hadjar,20
Saïda,20
Aïn Arnat,19
BABOR - VILLE,19
Bougaa,19
El Eulma,19
Salah Bey,19
Sétif,19
Aïn El Berd District,22
Balidat Ameur,22
Belarbi,22
Ben Badis Sid Bel Abbés,22
Djamaa,22
El Bour,22
El Hadjira,22
Haoud El Hamra,22
Hassi Messaoud,22
Lamtar,22
Marhoum,22
Megarine,22
Merine,22
Mezaourou,22
Moggar,22
Moulay Slissen,22
N'Goussa,22
Ouargla,22
Rouissat,22
Sfissef,22
Sidi Ali Boussidi,22
Sidi Amrane,22
Sidi Bel Abbès,22
Sidi Brahim,22
Sidi Hamadouche,22
Sidi Slimane,22
Sidi Yacoub,22
Sidi Yahia,22
Tabia Sid Bel Abbés,22
Taibet,22
Tamellaht,22
Tamerna Djedida,22
Tebesbest,22
Teghalimet,22
Telagh,22
Tenezara,22
Tenira,22
Tessala,22
Touggourt,22
Zerouala,22
Azzaba,21
Karkira,21
Skikda,21
Tamalous,21
Sedrata,41
Souk Ahras,41
I-n-Salah,11
Tamanrasset,11
Bir el Ater,12
Cheria,12
Hammamet,12
Tébessa,12
’Aïn Deheb,14
Djebilet Rosfa,14
Frenda,14
Ksar Chellala,14
Mehdia daira de meghila,14
Sougueur,14
Tiaret,14
Tindouf,37
’Aïn Benian,42
Baraki,42
Bou Ismaïl,42
Cheraga,42
Douera,42
El Affroun,42
Hadjout,42
Kolea,42
Mouzaïa,42
Oued el Alleug,42
Saoula,42
Tipasa,42
Zeralda,42
Lardjem,38
Tissemsilt,38
’Aïn el Hammam,15
Arhribs,15
Azazga,15
Beni Douala,15
Boghni,15
Boudjima,15
Chemini,15
Draa Ben Khedda,15
Freha,15
Ighram,15
L’Arbaa Naït Irathen,15
Mekla,15
Timizart,15
Tirmitine,15
Tizi Ouzou,15
Tizi Rached,15
Tizi-n-Tleta,15
Beni Mester,13
Bensekrane,13
Chetouane,13
Hennaya,13
Mansoûra,13
Nedroma,13
Ouled Mimoun,13
Remchi,13
Sebdou,13
Sidi Abdelli,13
Sidi Senoussi سيدي سنوسي,13
Tlemcen,13
Andorra la Vella,7
Canillo,2
El Tarter,2
Encamp,3
Pas de la Casa,3
les Escaldes,8
Arinsal,4
la Massana,4
Ordino,5
Sant Julià de Lòria,6
Ambriz,BGO
Bula Atumba,BGO
Caxito,BGO
Dande,BGO
Muxima,BGO
Nambuangongo,BGO
Pango Aluquém,BGO
Úcua,BGO
Baía Farta,BGU
Balombo,BGU
Benguela,BGU
Bocoio,BGU
Caimbambo,BGU
Catumbela,BGU
Catumbela,BGU
Chongoroi,BGU
Cubal,BGU
Ganda,BGU
Lobito,BGU
Sumbe,BGU
Camacupa,BIE
Catabola,BIE
Chissamba,BIE
Cuito,BIE
Cabinda,CAB
Menongue,CCU
Camabatela,CNO
N’dalatando,CNO
Quibala,CUS
Sumbe,CUS
Uacu Cungo,CUS
Ondjiva,CNN
Caála,HUA
Chela,HUA
Huambo,HUA
Longonjo,HUA
Caconda,HUI
Caluquembe,HUI
Chibia,HUI
Chicomba,HUI
Chipindo,HUI
Cuvango,HUI
Gambos,HUI
Humpata,HUI
Jamba,HUI
Lubango,HUI
Matala,HUI
Quilengues,HUI
Quipungo,HUI
Belas,LUA
Cacuaco,LUA
Cazenga,LUA
Icolo e Bengo,LUA
Luanda,LUA
Talatona,LUA
Viana,LUA
Lucapa,LNO
Cazaji,LSU
Saurimo,LSU
Malanje,MAL
Léua,MOX
Luau,MOX
Luena,MOX
Lumeje,MOX
Uíge,UIG
Mbanza Congo,ZAI
N'zeto,ZAI
Soio,ZAI
Codrington,10
Piggotts,3
Potters Village,4
Saint John’s,4
Bolands,5
Falmouth,6
Liberta,6
All Saints,7
Parham,7
Balvanera,B
Barracas,B
Belgrano,B
Boedo,B
Buenos Aires,B
Colegiales,B
Retiro,B
Villa Lugano,B
Villa Ortúzar,B
Villa Santa Rita,B
Ancasti,K
Andalgalá,K
Antofagasta de la Sierra,K
Capayán,K
Departamento de Ambato,K
Departamento de Ancasti,K
Departamento de Andalgalá,K
Departamento de Antofagasta de la Sierra,K
Departamento de Capayán,K
Departamento de Capital,K
Departamento de El Alto,K
Departamento de Fray Mamerto Esquiú,K
Departamento de La Paz,K
Departamento de Pomán,K
Departamento de Santa María,K
Departamento de Santa Rosa,K
Departamento de Tinogasta,K
Departamento de Valle Viejo,K
El Rodeo,K
Fiambalá,K
Hualfín,K
Huillapima,K
Icaño,K
La Puerta de San José,K
Londres,K
Los Altos,K
Los Varela,K
Mutquín,K
Pomán,K
Puerta de Corral Quemado,K
Recreo,K
San Antonio,K
San Fernando del Valle de Catamarca,K
Santa María,K
Tinogasta,K
Aviá Terai,H
Barranqueras,H
Basail,H
Campo Largo,H
Capitán Solari,H
Castelli,H
Charadai,H
Charata,H
Chorotis,H
Ciervo Petiso,H
Colonia Benítez,H
Colonia Elisa,H
Colonias Unidas,H
Concepción del Bermejo,H
Coronel Du Graty,H
Corzuela,H
Coté-Lai,H
Departamento de Almirante Brown,H
Departamento de Bermejo,H
Departamento de Comandante Fernández,H
Departamento de Doce de Octubre,H
Departamento de Dos de Abril,H
Departamento de General Donovan,H
Departamento de General Güemes,H
Departamento de Independencia,H
Departamento de Libertad,H
Departamento de Maipú,H
Departamento de Nueve de Julio,H
Departamento de O’Higgins,H
Departamento de Presidencia de la Plaza,H
Departamento de Quitilipi,H
Departamento de San Fernando,H
Departamento de San Lorenzo,H
Departamento de Sargento Cabral,H
Departamento de Tapenagá,H
Fontana,H
Gancedo,H
General José de San Martín,H
General Pinedo,H
General Vedia,H
Hermoso Campo,H
La Clotilde,H
La Eduvigis,H
La Escondida,H
La Leonesa,H
La Tigra,H
La Verde,H
Laguna Limpia,H
Lapachito,H
Las Breñas,H
Las Garcitas,H
Los Frentones,H
Machagai,H
Makallé,H
Margarita Belén,H
Napenay,H
Pampa Almirón,H
Pampa del Indio,H
Pampa del Infierno,H
Presidencia de la Plaza,H
Presidencia Roca,H
Presidencia Roque Sáenz Peña,H
Puerto Bermejo,H
Puerto Tirol,H
Puerto Vilelas,H
Quitilipi,H
Resistencia,H
Samuhú,H
San Bernardo,H
Santa Sylvina,H
Taco Pozo,H
Tres Isletas,H
Villa Ángela,H
Villa Berthet,H
Alto Río Senguer,U
Camarones,U
Comodoro Rivadavia,U
Departamento de Biedma,U
Departamento de Cushamen,U
Departamento de Escalante,U
Departamento de Florentino Ameghino,U
Departamento de Futaleufú,U
Departamento de Gaimán,U
Departamento de Gastre,U
Departamento de Languiñeo,U
Departamento de Mártires,U
Departamento de Paso de Indios,U
Departamento de Rawson,U
Departamento de Río Senguerr,U
Departamento de Sarmiento,U
Departamento de Tehuelches,U
Departamento de Telsen,U
Dolavón,U
El Maitén,U
Esquel,U
Gaimán,U
Gastre,U
Gobernador Costa,U
Hoyo de Epuyén,U
José de San Martín,U
Lago Puelo,U
Las Plumas,U
Puerto Madryn,U
Rada Tilly,U
Rawson,U
Río Mayo,U
Río Pico,U
Sarmiento,U
Tecka,U
Trelew,U
Trevelin,U
Achiras,X
Adelia María,X
Agua de Oro,X
Alejandro Roca,X
Alejo Ledesma,X
Almafuerte,X
Alta Gracia,X
Altos de Chipión,X
Arias,X
Arroyito,X
Arroyo Cabral,X
Balnearia,X
Bell Ville,X
Berrotarán,X
Brinkmann,X
Buchardo,X
Camilo Aldao,X
Cañada de Luque,X
Canals,X
Capilla del Monte,X
Carnerillo,X
Carrilobo,X
Cavanagh,X
Charras,X
Chazón,X
Cintra,X
Colonia La Tordilla,X
Colonia San Bartolomé,X
Córdoba,X
Coronel Baigorria,X
Coronel Moldes,X
Corral de Bustos,X
Corralito,X
Cosquín,X
Costa Sacate,X
Cruz Alta,X
Cruz del Eje,X
Cuesta Blanca,X
Dalmacio Vélez Sársfield,X
Deán Funes,X
Del Campillo,X
Departamento de Calamuchita,X
Departamento de Colón,X
Departamento de Cruz del Eje,X
Departamento de General Roca,X
Departamento de General San Martín,X
Departamento de Juárez Celman,X
Departamento de Marcos Juárez,X
Departamento de Minas,X
Departamento de Presidente Roque Sáenz Peña,X
Departamento de Río Cuarto,X
Departamento de Río Primero,X
Departamento de Río Seco,X
Departamento de Río Segundo,X
Departamento de San Alberto,X
Departamento de San Javier,X
Departamento de San Justo,X
Departamento de Sobremonte,X
Departamento de Totoral,X
Departamento de Tulumba,X
Departamento de Unión,X
Despeñaderos,X
Devoto,X
El Arañado,X
El Tío,X
Elena,X
Embalse,X
Etruria,X
General Baldissera,X
General Cabrera,X
General Levalle,X
General Roca,X
Guatimozín,X
Hernando,X
Huanchillas,X
Huerta Grande,X
Huinca Renancó,X
Idiazábal,X
Inriville,X
Isla Verde,X
Italó,X
James Craik,X
Jesús María,X
Justiniano Posse,X
La Calera,X
La Carlota,X
La Cesira,X
La Cumbre,X
La Falda,X
La Francia,X
La Granja,X
La Para,X
La Playosa,X
Laborde,X
Laboulaye,X
Laguna Larga,X
Las Acequias,X
Las Higueras,X
Las Junturas,X
Las Perdices,X
Las Varas,X
Las Varillas,X
Leones,X
Los Cocos,X
Los Cóndores,X
Los Surgentes,X
Malagueño,X
Malvinas Argentinas,X
Marcos Juárez,X
Marull,X
Mattaldi,X
Mendiolaza,X
Mina Clavero,X
Miramar,X
Monte Buey,X
Monte Cristo,X
Monte Maíz,X
Morrison,X
Morteros,X
Noetinger,X
Obispo Trejo,X
Oliva,X
Oncativo,X
Ordóñez,X
Pascanas,X
Pasco,X
Pilar,X
Piquillín,X
Porteña,X
Pozo del Molle,X
Quilino,X
Río Ceballos,X
Río Cuarto,X
Río Segundo,X
Río Tercero,X
Sacanta,X
Saldán,X
Salsacate,X
Salsipuedes,X
Sampacho,X
San Agustín,X
San Antonio de Litín,X
San Basilio,X
San Carlos,X
San Francisco,X
San Francisco del Chañar,X
San José de la Dormida,X
Santa Eufemia,X
Santa Magdalena,X
Santa Rosa de Calamuchita,X
Santa Rosa de Río Primero,X
Santiago Temple,X
Saturnino M. Laspiur,X
Sebastián Elcano,X
Serrano,X
Serrezuela,X
Tancacha,X
Ticino,X
Tío Pujio,X
Toledo,X
Ucacha,X
Unquillo,X
Valle Hermoso,X
Viamonte,X
Vicuña Mackenna,X
Villa Allende,X
Villa Ascasubi,X
Villa Berna,X
Villa Carlos Paz,X
Villa Concepción del Tío,X
Villa Cura Brochero,X
Villa de Soto,X
Villa del Dique,X
Villa del Rosario,X
Villa del Totoral,X
Villa Dolores,X
Villa General Belgrano,X
Villa Giardino,X
Villa Huidobro,X
Villa Las Rosas,X
Villa María,X
Villa Nueva,X
Villa Reducción,X
Villa Rumipal,X
Villa Tulumba,X
Villa Valeria,X
Wenceslao Escalante,X
Alvear,W
Berón de Astrada,W
Bonpland,W
Chavarría,W
Concepción,W
Corrientes,W
Cruz de los Milagros,W
Curuzú Cuatiá,W
Departamento de Bella Vista,W
Departamento de Berón de Astrada,W
Departamento de Capital,W
Departamento de Concepción,W
Departamento de Curuzú Cuatiá,W
Departamento de Empedrado,W
Departamento de Esquina,W
Departamento de General Alvear,W
Departamento de General Paz,W
Departamento de Goya,W
Departamento de Itatí,W
Departamento de Ituzaingó,W
Departamento de Lavalle,W
Departamento de Mburucuyá,W
Departamento de Mercedes,W
Departamento de Monte Caseros,W
Departamento de Paso de los Libres,W
Departamento de Saladas,W
Departamento de San Cosme,W
Departamento de San Luis del Palmar,W
Departamento de San Martín,W
Departamento de San Miguel,W
Departamento de San Roque,W
Departamento de Santo Tomé,W
Departamento de Sauce,W
Empedrado,W
Esquina,W
Felipe Yofré,W
Garruchos,W
Gobernador Juan E. Martínez,W
Gobernador Virasora,W
Goya,W
Herlitzka,W
Itá Ibaté,W
Itatí,W
Ituzaingó,W
Juan Pujol,W
La Cruz,W
Libertad,W
Lomas de Vallejos,W
Loreto,W
Mariano I. Loza,W
Mburucuyá,W
Mercedes,W
Mocoretá,W
Monte Caseros,W
Nuestra Señora del Rosario de Caa Catí,W
Nueve de Julio,W
Palmar Grande,W
Paso de la Patria,W
Paso de los Libres,W
Pedro R. Fernández,W
Perugorría,W
Pueblo Libertador,W
Riachuelo,W
Saladas,W
San Carlos,W
San Cosme,W
San Lorenzo,W
San Luis del Palmar,W
San Miguel,W
Santa Lucía,W
Santa Rosa,W
Santo Tomé,W
Yapeyú,W
Yataity Calle,W
Aldea San Antonio,E
Aranguren,E
Bovril,E
Caseros,E
Ceibas,E
Chajarí,E
Colón,E
Colonia Elía,E
Concepción del Uruguay,E
Concordia,E
Conscripto Bernardi,E
Crespo,E
Departamento de Gualeguaychú,E
Departamento de Paraná,E
Diamante,E
Domínguez,E
Federación,E
Federal,E
General Campos,E
General Galarza,E
General Ramírez,E
Gobernador Mansilla,E
Gualeguay,E
Gualeguaychú,E
Hasenkamp,E
Hernández,E
Herrera,E
La Criolla,E
La Paz,E
Larroque,E
Los Charrúas,E
Los Conquistadores,E
Lucas González,E
Maciá,E
Nogoyá,E
Oro Verde,E
Paraná,E
Piedras Blancas,E
Pronunciamiento,E
Puerto Ibicuy,E
Puerto Yeruá,E
Rosario del Tala,E
San Benito,E
San Gustavo,E
San José de Feliciano,E
San Justo,E
San Salvador,E
Santa Ana,E
Santa Anita,E
Santa Elena,E
Sauce de Luna,E
Seguí,E
Tabossi,E
Ubajay,E
Urdinarrain,E
Viale,E
Victoria,E
Villa del Rosario,E
Villa Elisa,E
Villa Hernandarias,E
Villa Mantero,E
Villa María Grande,E
Villa Paranacito,E
Villa Urquiza,E
Villaguay,E
Clorinda,P
Comandante Fontana,P
Departamento de Pilcomayo,P
El Colorado,P
Estanislao del Campo,P
Formosa,P
General Enrique Mosconi,P
Herradura,P
Ibarreta,P
Ingeniero Guillermo N. Juárez,P
Laguna Naick-Neck,P
Laguna Yema,P
Las Lomitas,P
Palo Santo,P
Pirané,P
Pozo del Tigre,P
Riacho Eh-Eh,P
San Francisco de Laishí,P
Villa Escolar,P
Villa General Guemes,P
Abra Pampa,Y
Caimancito,Y
Calilegua,Y
Departamento de Cochinoca,Y
Departamento de Rinconada,Y
Departamento de Tumbaya,Y
El Aguilar,Y
Fraile Pintado,Y
Humahuaca,Y
Ingenio La Esperanza,Y
La Mendieta,Y
La Quiaca,Y
Libertador General San Martín,Y
Maimará,Y
Palma Sola,Y
Palpalá,Y
San Pedro de Jujuy,Y
San Salvador de Jujuy,Y
Santa Clara,Y
Tilcara,Y
Yuto,Y
Alpachiri,L
Alta Italia,L
Anguil,L
Arata,L
Bernardo Larroudé,L
Bernasconi,L
Caleufú,L
Catriló,L
Colonia Barón,L
Departamento de Caleu-Caleu,L
Departamento de Toay,L
Doblas,L
Eduardo Castex,L
Embajador Martini,L
General Acha,L
General Manuel J. Campos,L
General Pico,L
General San Martín,L
Guatraché,L
Ingeniero Luiggi,L
Intendente Alvear,L
Jacinto Arauz,L
La Adela,L
La Maruja,L
Lonquimay,L
Macachín,L
Miguel Riglos,L
Parera,L
Quemú Quemú,L
Rancul,L
Realicó,L
Santa Isabel,L
Santa Rosa,L
Telén,L
Trenel,L
Uriburu,L
Veinticinco de Mayo,L
Victorica,L
Winifreda,L
Arauco,F
Castro Barros,F
Chamical,F
Chilecito,F
Departamento de Arauco,F
Departamento de General Lamadrid,F
Departamento de Independencia,F
La Rioja,F
Villa Bustos,F
Vinchina,F
Departamento de Capital,M
Departamento de General Alvear,M
Departamento de Godoy Cruz,M
Departamento de Guaymallén,M
Departamento de La Paz,M
Departamento de Las Heras,M
Departamento de Lavalle,M
Departamento de Luján,M
Departamento de Maipú,M
Departamento de Malargüe,M
Departamento de Rivadavia,M
Departamento de San Carlos,M
Departamento de San Martín,M
Departamento de San Rafael,M
Departamento de Santa Rosa,M
Departamento de Tunuyán,M
Departamento de Tupungato,M
Godoy Cruz,M
Las Heras,M
Mendoza,M
San Martín,M
San Rafael,M
Alba Posse,N
Almafuerte,N
Aristóbulo del Valle,N
Arroyo del Medio,N
Azara,N
Bernardo de Irigoyen,N
Bonpland,N
Campo Grande,N
Campo Ramón,N
Campo Viera,N
Candelaria,N
Capioví,N
Caraguatay,N
Cerro Azul,N
Cerro Corá,N
Colonia Aurora,N
Concepción de la Sierra,N
Departamento de Apóstoles,N
Departamento de Cainguás,N
Departamento de Candelaria,N
Departamento de Capital,N
Departamento de Concepción de la Sierra,N
Departamento de Eldorado,N
Departamento de General Manuel Belgrano,N
Departamento de Guaraní,N
Departamento de Iguazú,N
Departamento de Leandro N. Alem,N
Departamento de Libertador General San Martín,N
Departamento de Montecarlo,N
Departamento de Oberá,N
Departamento de San Ignacio,N
Departamento de San Javier,N
Departamento de San Pedro,N
Departamento de Veinticinco de Mayo,N
Dos Arroyos,N
Dos de Mayo,N
El Alcázar,N
El Soberbio,N
Florentino Ameghino,N
Garuhapé,N
Garupá,N
General Alvear,N
Gobernador Roca,N
Guaraní,N
Jardín América,N
Loreto,N
Los Helechos,N
Mártires,N
Mojón Grande,N
Montecarlo,N
Oberá,N
Panambí,N
Picada Gobernador López,N
Posadas,N
Puerto Eldorado,N
Puerto Esperanza,N
Puerto Iguazú,N
Puerto Leoni,N
Puerto Libertad,N
Puerto Piray,N
Puerto Rico,N
Ruiz de Montoya,N
San José,N
San Pedro,N
San Vicente,N
Santa María,N
Santo Pipó,N
Tres Capones,N
Veinticinco de Mayo,N
Wanda,N
Aluminé,Q
Andacollo,Q
Añelo,Q
Barrancas,Q
Buta Ranquil,Q
Centenario,Q
Chos Malal,Q
Cutral-Có,Q
Departamento de Aluminé,Q
Departamento de Añelo,Q
Departamento de Catán-Lil,Q
Departamento de Chos-Malal,Q
Departamento de Collón-Curá,Q
Departamento de Confluencia,Q
Departamento de Lácar,Q
Departamento de Minas,Q
Departamento de Zapala,Q
El Huecú,Q
Junín de los Andes,Q
Las Coloradas,Q
Las Lajas,Q
Las Ovejas,Q
Loncopué,Q
Mariano Moreno,Q
Neuquén,Q
Picún Leufú,Q
Piedra del Águila,Q
Plaza Huincul,Q
Plottier,Q
San Martín de los Andes,Q
Senillosa,Q
Villa La Angostura,Q
Vista Alegre,Q
Zapala,Q
Allen,R
Catriel,R
Cervantes,R
Chichinales,R
Chimpay,R
Choele Choel,R
Cinco Saltos,R
Cipolletti,R
Comallo,R
Contraalmirante Cordero,R
Coronel Belisle,R
Darwin,R
Departamento de Avellaneda,R
Departamento de Veinticinco de Mayo,R
El Bolsón,R
El Cuy,R
Fray Luis Beltrán,R
General Conesa,R
General Enrique Godoy,R
General Fernández Oro,R
General Roca,R
Ingeniero Jacobacci,R
Ingeniero Luis A. Huergo,R
Lamarque,R
Los Menucos,R
Mainque,R
Maquinchao,R
Ñorquinco,R
Pilcaniyeu,R
Río Colorado,R
San Antonio Oeste,R
San Carlos de Bariloche,R
Sierra Colorada,R
Sierra Grande,R
Valcheta,R
Viedma,R
Villa Regina,R
Apolinario Saravia,A
Cachí,A
Cafayate,A
Campo Quijano,A
Chicoana,A
Departamento Capital,A
Departamento de Anta,A
Departamento de Cerrillos,A
Departamento de Chicoana,A
Departamento de General Güemes,A
Departamento de Guachipas,A
Departamento de Iruya,A
Departamento de La Poma,A
Departamento de La Viña,A
Departamento de Los Andes,A
Departamento de Metán,A
Departamento de Rivadavia,A
Departamento de Rosario de la Frontera,A
Departamento de Rosario de Lerma,A
Departamento de San Carlos,A
El Carril,A
El Galpón,A
El Quebrachal,A
Embarcación,A
General Enrique Mosconi,A
Joaquín V. González,A
La Caldera,A
Las Lajitas,A
Salta,A
